id_pacjenta,id_ubezpieczenia,imie,nazwisko,data_urodzenia,pesel,adres,telefon
366,366,Jka,Bska,1958-07-03,83539086104,Ul. Wska 64,573690680
367,367,Xka,Lska,1948-11-02,71824170063,Ul. Yska 71,575488090
368,368,Xek,Kski,2009-04-16,51400423840,Ul. Fska 8,967635962
369,369,Eka,Dska,1953-08-24,42758172748,Ul. Bska 54,320282707
370,370,Xka,Cska,1990-06-27,41059933692,Ul. Qska 6,492495316
371,371,Uka,Cska,1988-08-12,62084919688,Ul. Yska 49,229325280
372,372,Eek,Eski,1946-11-23,53358234890,Ul. Tska 43,876351488
373,373,Uka,Vska,1979-06-18,83578181112,Ul. Wska 86,389292892
374,374,Wek,Jski,1942-06-25,42927545340,Ul. Aska 33,784207282
375,375,Aek,Sski,1942-11-17,51077438805,Ul. Fska 96,146529493
376,376,Bka,Xska,1960-06-13,83916352080,Ul. Bska 3,140229208
377,377,Dek,Uski,1953-07-14,43227022396,Ul. Pska 57,593134035
378,378,Lek,Jski,1964-03-15,54154967670,Ul. Fska 72,334932727
379,379,Qka,Oska,1962-09-13,73053621667,Ul. Vska 50,177212919
380,380,Qek,Dski,1960-01-02,44186368556,Ul. Yska 39,493558752
381,381,Fka,Eska,1996-12-24,82050903112,Ul. Tska 43,839976992
382,382,Eek,Eski,1962-10-28,64192989946,Ul. Xska 25,394277523
383,383,Uka,Fska,1951-04-24,43476809976,Ul. Tska 11,322373623
384,384,Mka,Pska,1939-04-15,62645946346,Ul. Vska 66,610904976
385,385,Uek,Kski,1964-03-14,82608293160,Ul. Eska 61,598462925
386,386,Iek,Uski,1966-06-23,42308335580,Ul. Rska 31,411026808
387,387,Aek,Cski,1960-12-11,43345567044,Ul. Iska 13,320792316
388,388,Yka,Wska,2002-11-17,81370672640,Ul. Eska 42,346380631
389,389,Ska,Sska,1972-04-03,63719320070,Ul. Aska 96,444609016
390,390,Mka,Dska,1998-05-15,61565456444,Ul. Xska 63,821924624
391,391,Nka,Fska,1997-11-16,52626440175,Ul. Dska 4,845848848
392,392,Dek,Mski,1998-12-01,81210136560,Ul. Sska 75,934935593
393,393,Cka,Mska,2001-11-17,63115059130,Ul. Yska 60,993108836
394,394,Fek,Iski,1972-03-23,61747217966,Ul. Dska 54,578443760
395,395,Eka,Nska,1990-10-08,62289674060,Ul. Nska 74,546120660
396,396,Lka,Tska,1972-06-08,62285436158,Ul. Kska 85,576037635
397,397,Jek,Qski,1985-10-04,52134754020,Ul. Fska 88,231341004
398,398,Pka,Rska,1971-12-22,54155280055,Ul. Vska 68,675574522
399,399,Eka,Tska,1939-08-10,41838776368,Ul. Hska 29,417334276
400,400,Ska,Pska,1957-02-18,83261377960,Ul. Fska 81,541643565
401,401,Iek,Tski,1945-09-11,72641135399,Ul. Vska 72,221150576
402,402,Nka,Jska,2001-04-23,52074437810,Ul. Lska 10,664654038
403,403,Sek,Fski,1980-08-03,42164837232,Ul. Hska 87,295258156
404,404,Tek,Iski,1958-03-21,42663184528,Ul. Pska 89,556816415
405,405,Kka,Vska,1992-03-20,62707233960,Ul. Bska 34,732854441
406,406,Fek,Eski,1940-08-19,42775254548,Ul. Xska 63,936494742
407,407,Lka,Hska,1960-09-18,53895431530,Ul. Iska 22,827321784
408,408,Nek,Kski,1990-08-18,42244305780,Ul. Jska 19,624386858
409,409,Fek,Qski,1995-08-01,44180651576,Ul. Dska 38,859904608
410,410,Qka,Pska,1952-01-27,82413514128,Ul. Kska 82,791952640
411,411,Tka,Yska,1945-08-27,51237502245,Ul. Bska 43,847397336
412,412,Jka,Uska,1972-07-24,72569609863,Ul. Nska 60,869448432
413,413,Jka,Dska,1963-08-04,72636033763,Ul. Xska 35,748634202
414,414,Jka,Aska,1943-02-22,82298953440,Ul. Sska 96,636913802
415,415,Qka,Iska,1941-07-06,64083641270,Ul. Vska 5,787316690
416,416,Kka,Uska,1940-03-10,83924180632,Ul. Yska 22,437109804
417,417,Iek,Pski,1982-12-06,72312046039,Ul. Xska 48,614092394
418,418,Fka,Uska,1988-12-25,64274458944,Ul. Pska 81,797438731
419,419,Oka,Dska,1962-10-19,53182170305,Ul. Sska 72,184027136
420,420,Fka,Fska,2005-12-28,62716540068,Ul. Iska 10,812291272
421,421,Qek,Kski,1963-10-25,43606611008,Ul. Yska 92,931327756
422,422,Iek,Dski,1958-07-25,71590015815,Ul. Eska 43,625989238
423,423,Fka,Jska,1989-07-06,72893498812,Ul. Jska 3,546664005
424,424,Pka,Fska,1946-07-22,73037891868,Ul. Uska 33,998913860
425,425,Uka,Bska,1988-08-20,62448864856,Ul. Vska 43,475653120
426,426,Dek,Aski,1947-12-11,61314719572,Ul. Tska 54,217408396
427,427,Uek,Lski,1959-08-15,83563980976,Ul. Xska 72,165820277
428,428,Jek,Qski,1948-02-23,64052744724,Ul. Hska 65,650233542
429,429,Vka,Yska,1975-10-27,61550878380,Ul. Mska 20,818138368
430,430,Eka,Pska,1951-11-11,52923591885,Ul. Cska 23,724928613
431,431,Bka,Cska,1997-01-01,82332255152,Ul. Lska 52,347207881
432,432,Cek,Tski,2003-10-06,62547285686,Ul. Sska 19,583946480
433,433,Sek,Pski,1984-06-22,54045804015,Ul. Rska 34,535306870
434,434,Xek,Jski,1972-05-23,51867410520,Ul. Sska 99,422461832
435,435,Vka,Uska,1939-01-05,42537330224,Ul. Mska 5,673201232
436,436,Pek,Oski,1966-06-09,44077248820,Ul. Qska 82,567221040
437,437,Bek,Tski,1982-09-09,52621257345,Ul. Qska 53,595452960
438,438,Dka,Oska,1972-09-07,51746164030,Ul. Nska 16,862581848
439,439,Kka,Eska,1943-04-22,82237442456,Ul. Yska 23,138515988
440,440,Mek,Oski,1981-09-16,43397717720,Ul. Rska 77,418091196
441,441,Rka,Rska,1957-06-16,83467280328,Ul. Nska 12,928749760
442,442,Vek,Yski,1967-01-02,72315984464,Ul. Uska 76,924081729
443,443,Aka,Kska,2006-08-28,51159154905,Ul. Uska 16,118821834
444,444,Gek,Aski,1987-12-04,42983556404,Ul. Aska 60,560522580
445,445,Qka,Bska,1997-08-23,43121302036,Ul. Qska 64,412510736
446,446,Wek,Pski,1968-12-01,72649559549,Ul. Mska 68,183622346
447,447,Hek,Aski,1992-10-27,53143831580,Ul. Yska 18,594218250
448,448,Eka,Rska,2004-03-22,84109029168,Ul. Sska 58,664010736
449,449,Wka,Dska,1967-10-08,83406514568,Ul. Wska 61,783422211
450,450,Aka,Mska,1969-08-13,73070133581,Ul. Yska 23,315720595
451,451,Bek,Hski,1997-04-23,74255372879,Ul. Hska 49,827124832
452,452,Xek,Kski,1976-12-28,43250013220,Ul. Aska 48,861208176
453,453,Nka,Nska,1972-12-18,42201824716,Ul. Wska 77,429301160
454,454,Iek,Lski,1977-11-03,52577571095,Ul. Tska 10,968883933
455,455,Pek,Bski,1944-11-04,42598006196,Ul. Dska 98,449126060
456,456,Uka,Hska,1941-09-09,83643160768,Ul. Sska 68,976920969
457,457,Oek,Dski,1955-02-18,72646671843,Ul. Pska 69,843637728
458,458,Xek,Vski,1996-12-27,51601629805,Ul. Lska 65,825504072
459,459,Xka,Wska,2002-09-21,73628601677,Ul. Lska 57,124512561
460,460,Lek,Fski,1950-08-19,62676472174,Ul. Jska 65,628058664
461,461,Gka,Cska,2003-10-02,51452456340,Ul. Mska 75,238451618
462,462,Uka,Iska,1977-05-13,83523946120,Ul. Wska 63,814752480
463,463,Uek,Uski,2003-02-28,51301403725,Ul. Gska 85,949598937
464,464,Eka,Jska,1999-12-19,44269557512,Ul. Oska 87,819130672
465,465,Nka,Tska,1945-08-16,52204286970,Ul. Qska 44,233158982
466,466,Mka,Lska,1964-08-09,51865646160,Ul. Uska 26,830980136
467,467,Bek,Xski,1991-05-18,53861638425,Ul. Nska 12,654381380
468,468,Nka,Eska,1942-07-25,83805428128,Ul. Jska 7,430143572
469,469,Jek,Vski,1960-11-14,81214639448,Ul. Nska 15,274129842
470,470,Nka,Xska,1976-09-20,42291303360,Ul. Uska 60,251558588
471,471,Iek,Oski,1951-06-21,62701100696,Ul. Uska 78,835307744
472,472,Pka,Eska,1956-03-23,71328155827,Ul. Mska 81,859459880
473,473,Qek,Dski,1957-08-02,41643452420,Ul. Pska 21,352240017
474,474,Mka,Jska,1991-04-21,64060666438,Ul. Pska 45,235540270
475,475,Dek,Nski,1987-07-28,72248294334,Ul. Sska 19,296027144
476,476,Uka,Gska,1973-12-21,83681074616,Ul. Eska 60,555975045
477,477,Vek,Jski,2003-04-17,43449104196,Ul. Iska 41,148009096
478,478,Cka,Eska,2003-05-09,83190594688,Ul. Rska 48,983414490
479,479,Lka,Yska,1981-02-07,82749946328,Ul. Uska 69,763624728
480,480,Aka,Oska,1969-03-28,72477654385,Ul. Kska 14,488713976
481,481,Bka,Nska,1999-12-26,81942578160,Ul. Oska 80,169212226
482,482,Aka,Wska,1993-10-25,84218316384,Ul. Sska 85,489311816
483,483,Yek,Sski,2007-07-18,71489730226,Ul. Pska 29,972874842
484,484,Sek,Aski,1980-02-17,83271881656,Ul. Tska 17,871720456
485,485,Tka,Eska,2005-03-06,41495739948,Ul. Eska 96,940983870
486,486,Jka,Kska,1945-10-19,61245215722,Ul. Eska 11,148418382
487,487,Tka,Hska,1979-04-25,42603726584,Ul. Uska 48,849430536
488,488,Mek,Aski,1961-12-17,41073061896,Ul. Wska 56,868762744
489,489,Pka,Eska,1941-12-11,51807726655,Ul. Gska 57,579207710
490,490,Dka,Lska,1990-09-25,73625171241,Ul. Cska 50,462460616
491,491,Wka,Sska,1949-03-11,72732684357,Ul. Gska 54,235136658
492,492,Rek,Kski,2006-08-21,73782320437,Ul. Hska 84,143825177
493,493,Vek,Oski,1966-06-28,42601572428,Ul. Uska 37,254355090
494,494,Xka,Sska,2007-05-16,71444039741,Ul. Mska 72,746593557
495,495,Fka,Lska,2002-12-25,51658357945,Ul. Dska 21,153828481
496,496,Dek,Lski,1954-04-13,51970598290,Ul. Tska 5,686104392
497,497,Ika,Gska,1965-02-13,63817205864,Ul. Eska 55,772921560
498,498,Nek,Fski,1951-09-28,61858348300,Ul. Dska 91,326129391
499,499,Iek,Rski,2003-06-19,71881405355,Ul. Fska 73,237817340
500,500,Xka,Gska,1946-10-23,42967114788,Ul. Qska 98,430186704
501,501,Vek,Sski,1992-06-06,81296900480,Ul. Tska 41,133704265
502,502,Xek,Wski,1976-02-03,61947013358,Ul. Yska 17,938025758
503,503,Lka,Nska,1984-01-11,63693774462,Ul. Bska 23,139007423
504,504,Gek,Fski,1955-08-08,41456355688,Ul. Cska 88,940499107
505,505,Pka,Vska,1952-06-27,54181508820,Ul. Sska 54,979138582
506,506,Ska,Dska,1962-09-25,52930958140,Ul. Kska 27,575344210
507,507,Hek,Cski,1997-03-15,72297169841,Ul. Wska 52,494601668
508,508,Yek,Vski,1987-09-03,41276492480,Ul. Hska 36,546452710
509,509,Hka,Qska,2005-04-22,81923635024,Ul. Fska 23,889710560
510,510,Aka,Yska,1995-08-03,43505835516,Ul. Fska 94,430317244
511,511,Nek,Rski,1942-02-22,73356797118,Ul. Oska 26,487249100
512,512,Ska,Hska,1944-12-15,63221605492,Ul. Yska 84,453240948
513,513,Vka,Tska,1960-10-27,52163507150,Ul. Pska 33,592248630
514,514,Eka,Pska,1992-06-07,61773836090,Ul. Yska 44,630414646
515,515,Jek,Hski,1990-10-08,61279239554,Ul. Dska 50,833319360
516,516,Fka,Iska,2002-02-28,81444253664,Ul. Rska 28,311060924
517,517,Tka,Oska,1978-01-25,81840228920,Ul. Bska 48,786857022
518,518,Vka,Wska,1986-10-20,52501477785,Ul. Fska 41,445744820
519,519,Rek,Xski,1982-01-17,42136441632,Ul. Pska 56,862849840
520,520,Mka,Bska,1999-10-10,81568331480,Ul. Iska 31,665979172
521,521,Sek,Wski,1966-06-28,42946419700,Ul. Pska 72,829793408
522,522,Wek,Nski,1957-05-25,43487769564,Ul. Uska 25,916862847
523,523,Eka,Dska,1972-09-16,42764506032,Ul. Fska 36,782240404
524,524,Fka,Lska,1987-03-16,81526494072,Ul. Uska 72,724539489
525,525,Eka,Cska,1985-03-17,64121166084,Ul. Kska 42,546401965
526,526,Eek,Jski,1980-11-20,63640868256,Ul. Xska 82,386447613
527,527,Gka,Gska,1945-10-02,41399704864,Ul. Wska 4,387802271
528,528,Uek,Oski,1963-02-13,43938343424,Ul. Eska 39,677211744
529,529,Kek,Dski,1992-04-10,44116654092,Ul. Oska 69,988557148
530,530,Eka,Mska,1993-05-21,43272634040,Ul. Rska 49,689289780
531,531,Xek,Wski,1961-07-14,43809921304,Ul. Lska 1,394519206
532,532,Eka,Oska,1985-07-22,41044675344,Ul. Pska 44,880003784
533,533,Eek,Hski,1986-12-13,74039590806,Ul. Nska 5,541048800
534,534,Fka,Wska,1940-02-02,73164083372,Ul. Tska 55,137919659
535,535,Gka,Tska,1995-08-13,51982687710,Ul. Yska 35,521024010
536,536,Bka,Fska,1965-07-17,51011510070,Ul. Qska 1,988910295
537,537,Rek,Uski,1988-04-07,51807596580,Ul. Qska 53,318755965
538,538,Gka,Uska,1968-08-15,62402032390,Ul. Hska 10,640841868
539,539,Qek,Kski,1947-11-22,74012833628,Ul. Xska 65,997808865
540,540,Tka,Rska,1959-09-11,73853067137,Ul. Iska 11,657404680
541,541,Vek,Eski,1980-09-11,51763569595,Ul. Qska 22,736960545
542,542,Qek,Uski,1983-06-26,61541171006,Ul. Bska 15,579944250
543,543,Mka,Mska,1960-06-21,63780123300,Ul. Yska 9,422265280
544,544,Mek,Tski,1948-08-23,52341059615,Ul. Iska 11,497937748
545,545,Oka,Pska,1997-12-27,83397437848,Ul. Tska 97,842195952
546,546,Cek,Wski,1980-05-18,41259616512,Ul. Lska 25,319391044
547,547,Uek,Lski,1958-09-18,71825030800,Ul. Nska 99,578654410
548,548,Qek,Oski,1966-09-23,41345047272,Ul. Yska 43,944300053
549,549,Pek,Bski,2000-08-08,61948514106,Ul. Pska 79,126422764
550,550,Dek,Rski,1985-09-10,43063212884,Ul. Vska 44,712024495
551,551,Eka,Jska,2000-06-16,82060195304,Ul. Eska 81,615706932
552,552,Wka,Jska,2000-07-13,83176890152,Ul. Fska 70,262000926
553,553,Kka,Yska,1994-04-28,64162322130,Ul. Jska 29,730577798
554,554,Bka,Fska,1949-08-17,72207048895,Ul. Hska 53,498304936
555,555,Gka,Qska,1974-03-09,73973957234,Ul. Fska 30,398975006
556,556,Yka,Wska,1992-12-08,71535194087,Ul. Gska 27,194428550
557,557,Dka,Hska,1956-04-13,53496163385,Ul. Jska 74,249937246
558,558,Pka,Uska,1995-08-02,72325806913,Ul. Dska 77,366269240
559,559,Xek,Gski,1949-01-26,73437793380,Ul. Hska 28,691125640
560,560,Rek,Gski,2003-07-18,83715342888,Ul. Tska 6,131228684
561,561,Aek,Eski,1949-10-14,43249802456,Ul. Gska 41,247864350
562,562,Xka,Mska,1955-03-27,82620435592,Ul. Wska 98,412741712
563,563,Cek,Sski,1940-12-10,82114141664,Ul. Hska 57,380585443
564,564,Ska,Uska,1942-03-11,72434452962,Ul. Tska 79,984108062
565,565,Dek,Jski,2006-11-27,42421108944,Ul. Pska 27,317383565
566,566,Qka,Vska,1998-12-19,43478624536,Ul. Cska 98,812167632
567,567,Pek,Cski,1949-07-22,72528193240,Ul. Fska 49,960250776
568,568,Pek,Jski,1957-04-16,82137219872,Ul. Gska 74,744158011
569,569,Ska,Dska,1953-02-03,63270532646,Ul. Bska 10,615915408
570,570,Yka,Tska,1979-01-06,81033760384,Ul. Oska 35,444632960
571,571,Lek,Tski,1979-04-16,51910714285,Ul. Iska 59,711719443
572,572,Qka,Xska,1983-11-11,61471428632,Ul. Bska 57,843294176
573,573,Kek,Hski,1985-02-07,71273338864,Ul. Qska 95,877809096
574,574,Uek,Qski,1984-05-14,73433923515,Ul. Tska 66,425597892
575,575,Rka,Yska,1965-10-03,41197548744,Ul. Wska 84,187214481
576,576,Dka,Tska,1978-05-16,64028062340,Ul. Jska 85,821867984
577,577,Iek,Bski,1994-11-02,43333812724,Ul. Jska 3,976470676
578,578,Tka,Jska,1995-06-10,63283722280,Ul. Fska 7,838338248
579,579,Oek,Nski,1981-08-10,82967644616,Ul. Lska 16,737421690
580,580,Eka,Aska,1997-09-08,71636688417,Ul. Uska 71,331564533
581,581,Hek,Eski,1952-03-09,62173313634,Ul. Bska 85,160408927
582,582,Dek,Aski,1999-11-22,61285989738,Ul. Dska 19,744054950
583,583,Aka,Hska,1992-04-27,71600211389,Ul. Cska 29,266149164
584,584,Tka,Bska,1961-05-08,82307950800,Ul. Mska 5,348815891
585,585,Kka,Mska,1942-07-15,81915811656,Ul. Wska 94,455862152
586,586,Hek,Wski,1959-12-03,82439194952,Ul. Iska 48,252054054
587,587,Vka,Rska,1944-01-04,51694891355,Ul. Jska 13,916502987
588,588,Pek,Kski,1961-03-25,51241876125,Ul. Eska 97,273839502
589,589,Aek,Nski,1999-09-21,73126377672,Ul. Pska 67,862161000
590,590,Hek,Dski,1993-03-16,71178507536,Ul. Dska 88,758647026
591,591,Qek,Oski,2003-11-02,42492239008,Ul. Jska 37,574609630
592,592,Qek,Yski,1957-06-16,43035685628,Ul. Jska 72,1000136187
593,593,Ika,Bska,1959-05-05,63002441924,Ul. Hska 73,464988068
594,594,Aka,Nska,1973-11-06,51328916590,Ul. Tska 92,458314240
595,595,Eek,Kski,1965-02-12,74006893807,Ul. Eska 54,813646488
596,596,Jka,Mska,1964-08-12,73341427442,Ul. Xska 91,255017058
597,597,Cka,Jska,1961-07-08,74167146517,Ul. Xska 79,646201496
598,598,Cek,Gski,1946-04-09,42065102820,Ul. Xska 16,850101608
599,599,Tek,Yski,1974-03-10,42098160264,Ul. Jska 44,490362084
600,600,Bek,Oski,1951-04-25,52062452160,Ul. Pska 15,986530123
601,601,Xka,Lska,1962-01-13,82573931752,Ul. Sska 62,117228512
602,602,Iek,Wski,1946-09-18,52301461965,Ul. Uska 91,590622015
603,603,Iek,Gski,1972-12-21,51974813715,Ul. Gska 84,282854712
604,604,Wka,Gska,1985-08-25,52215141560,Ul. Sska 1,129120413
605,605,Fek,Iski,1996-11-02,63672036036,Ul. Dska 54,338188521
606,606,Vek,Gski,2001-11-24,73852936225,Ul. Kska 58,196622350
607,607,Dka,Kska,1972-03-08,74255570114,Ul. Hska 74,785983043
608,608,Eek,Mski,1983-06-15,71005813384,Ul. Rska 50,938641057
609,609,Nka,Iska,1991-05-05,41300867752,Ul. Rska 26,964327710
610,610,Mek,Cski,1945-05-28,43538942728,Ul. Nska 15,650354578
611,611,Wek,Gski,1964-12-10,72908239573,Ul. Pska 86,479034456
612,612,Nka,Lska,1984-12-23,82619600976,Ul. Qska 75,111516099
613,613,Wka,Kska,1979-02-15,41227574672,Ul. Bska 16,148125960
614,614,Wka,Eska,1949-10-10,73716218564,Ul. Iska 9,377000840
615,615,Dka,Pska,2006-09-01,41620976660,Ul. Pska 54,814306760
616,616,Iek,Xski,1998-02-05,73563404790,Ul. Dska 14,789519796
617,617,Aek,Nski,1985-09-22,54136549940,Ul. Pska 83,761160998
618,618,Dek,Lski,1964-07-10,41924706064,Ul. Eska 74,871352480
619,619,Cka,Pska,2003-08-11,52730771085,Ul. Iska 6,637991248
620,620,Aka,Uska,1960-05-16,72995185288,Ul. Qska 81,487445536
621,621,Qek,Yski,1940-02-12,73773652096,Ul. Sska 7,581232010
622,622,Ika,Qska,1964-08-04,72240711517,Ul. Cska 1,385218438
623,623,Sek,Eski,2009-06-12,81475211168,Ul. Aska 24,947936612
624,624,Uek,Wski,1979-11-07,61995611696,Ul. Bska 59,336069030
625,625,Cek,Lski,1949-12-19,43521450756,Ul. Vska 20,154822611
626,626,Pka,Nska,1944-09-06,42463604740,Ul. Bska 33,255141872
627,627,Aek,Cski,2004-04-18,81955512120,Ul. Iska 57,572292240
628,628,Cek,Gski,1972-04-03,71608620092,Ul. Yska 16,740752787
629,629,Cek,Uski,1987-06-17,42256327288,Ul. Nska 86,132631697
630,630,Iek,Kski,1983-07-01,83013146360,Ul. Mska 27,375880118
631,631,Fek,Lski,2003-11-14,72375935371,Ul. Bska 52,627518414
632,632,Iek,Kski,1953-10-10,52931247875,Ul. Vska 74,192519539
633,633,Hka,Xska,1976-08-08,81912292368,Ul. Iska 5,124110408
634,634,Bek,Mski,1942-06-08,41488015988,Ul. Vska 18,894931160
635,635,Hka,Eska,1959-05-05,41996920660,Ul. Yska 40,590672710
636,636,Dka,Vska,1955-06-21,72698225559,Ul. Jska 14,196019984
637,637,Eek,Vski,2004-05-05,73986804361,Ul. Vska 57,352968220
638,638,Kka,Fska,1947-11-18,62382321432,Ul. Vska 48,833635976
639,639,Pka,Aska,1947-08-20,63577962988,Ul. Qska 46,173321564
640,640,Tek,Jski,1964-08-27,44019998272,Ul. Vska 99,353640095
641,641,Cek,Gski,1978-12-15,61541602072,Ul. Uska 96,493921500
642,642,Fka,Cska,1972-06-11,62633287372,Ul. Mska 26,274653870
643,643,Uka,Lska,1942-12-22,81486918280,Ul. Lska 48,169320497
644,644,Eka,Qska,1980-01-02,72956700933,Ul. Aska 65,677751834
645,645,Wek,Xski,1963-10-07,42740494980,Ul. Hska 67,363355515
646,646,Rek,Mski,1959-08-16,62156387122,Ul. Aska 9,928273060
647,647,Jka,Pska,1966-03-06,41347788896,Ul. Cska 65,518037995
648,648,Aka,Vska,1970-05-04,43352786140,Ul. Iska 28,716004704
649,649,Lka,Kska,2004-05-23,74008714233,Ul. Wska 62,773677399
650,650,Bek,Pski,1958-12-22,43320009268,Ul. Hska 47,760478309
651,651,Cek,Tski,1996-11-25,72416034365,Ul. Uska 86,357913464
652,652,Kka,Aska,1998-04-24,64228894632,Ul. Sska 29,761734461
653,653,Pek,Sski,2008-04-06,61284152040,Ul. Kska 25,988172999
654,654,Qka,Mska,1955-11-02,52638845405,Ul. Cska 46,138911571
655,655,Wek,Kski,1956-05-22,51660478005,Ul. Pska 35,658834782
656,656,Kka,Kska,1984-03-15,42329491964,Ul. Nska 31,897714512
657,657,Uka,Oska,2006-03-16,53315762285,Ul. Mska 83,941183844
658,658,Eka,Tska,1968-09-15,44175124152,Ul. Lska 72,584521950
659,659,Aka,Hska,1975-02-06,43172299092,Ul. Nska 76,794789831
660,660,Kka,Vska,1973-07-08,43271379872,Ul. Kska 38,253818676
661,661,Gka,Dska,1992-06-13,61136995246,Ul. Hska 19,159925030
662,662,Ska,Bska,2008-08-05,42220203616,Ul. Mska 3,189128389
663,663,Kka,Gska,1949-11-13,73406202921,Ul. Oska 56,722355323
664,664,Kek,Hski,1950-06-17,71972610077,Ul. Qska 62,862871360
665,665,Nka,Nska,2001-07-21,71842747145,Ul. Bska 74,936386670
666,666,Yka,Wska,1990-10-23,52069236055,Ul. Fska 3,177615992
667,667,Mek,Oski,1962-10-01,71407790477,Ul. Vska 77,712014420
668,668,Yek,Iski,1999-03-21,41173604260,Ul. Qska 20,189620147
669,669,Eek,Mski,1947-07-23,52160319505,Ul. Yska 15,738283412
670,670,Xek,Qski,2000-10-14,53521244650,Ul. Tska 45,682012480
671,671,Ska,Cska,2009-05-24,41257725180,Ul. Dska 20,670120708
672,672,Tek,Xski,1973-01-08,42516707000,Ul. Tska 73,664105564
673,673,Ska,Tska,1997-12-24,43384094248,Ul. Tska 92,687409824
674,674,Nek,Qski,1986-06-03,62813280990,Ul. Oska 66,975029959
675,675,Mek,Jski,1998-04-20,83458990392,Ul. Uska 90,888251328
676,676,Nka,Jska,1980-09-07,42948454924,Ul. Tska 5,619175662
677,677,Pka,Lska,1942-10-26,82148657808,Ul. Dska 84,755491847
678,678,Mek,Cski,1989-08-08,43153076464,Ul. Vska 66,612011630
679,679,Yek,Dski,1953-02-22,61644805906,Ul. Sska 19,494257792
680,680,Tka,Bska,1995-10-03,63000989426,Ul. Aska 27,934905461
681,681,Fka,Gska,1966-12-16,62908246628,Ul. Fska 47,485906396
682,682,Tek,Eski,1990-03-19,81088807808,Ul. Yska 30,816891288
683,683,Xka,Tska,1971-10-02,51000228585,Ul. Kska 79,799705765
684,684,Sek,Pski,2001-02-17,64014926384,Ul. Yska 38,731527568
685,685,Nka,Aska,1991-02-15,72973222964,Ul. Sska 10,281413510
686,686,Bka,Wska,1993-04-24,81137807080,Ul. Hska 8,731407095
687,687,Vka,Mska,1955-08-12,52683052705,Ul. Hska 62,210103858
688,688,Nek,Eski,1952-01-25,44133326612,Ul. Xska 6,274123736
689,689,Rek,Pski,1948-10-25,62532711246,Ul. Eska 19,582333220
690,690,Xek,Mski,1946-08-26,72975380122,Ul. Qska 10,882797104
691,691,Qek,Fski,1956-12-02,73401733481,Ul. Tska 75,326857063
692,692,Iek,Lski,1989-03-13,42896003244,Ul. Bska 95,588897445
693,693,Xka,Eska,2003-10-16,73618230352,Ul. Iska 96,449726660
694,694,Aka,Vska,1941-11-03,83776217456,Ul. Wska 65,313736156
695,695,Yka,Wska,1959-03-15,83595610320,Ul. Tska 84,380367920
696,696,Ika,Oska,1947-08-05,81329859376,Ul. Nska 30,116308414
697,697,Mek,Jski,1965-07-09,51283947420,Ul. Dska 65,755339452
698,698,Oek,Pski,1951-09-23,42604656652,Ul. Nska 86,281948246
699,699,Ika,Lska,1944-04-16,71275628343,Ul. Xska 95,275830890
700,700,Oek,Nski,1997-06-27,44086192764,Ul. Wska 93,853913472
701,701,Ska,Aska,1991-05-08,43049813664,Ul. Yska 85,738936493
702,702,Cka,Fska,2001-06-23,63576905778,Ul. Dska 5,419119540
703,703,Nek,Nski,1946-02-10,61026284968,Ul. Eska 62,741273740
704,704,Aek,Qski,1976-07-14,83965134456,Ul. Tska 65,611992982
705,705,Bka,Bska,2000-03-04,51240937980,Ul. Rska 42,159310680
706,706,Eek,Dski,1988-12-20,81409751856,Ul. Iska 15,232960506
707,707,Gka,Uska,1986-01-10,82110752112,Ul. Mska 50,490387396
708,708,Oka,Wska,1970-10-21,51257227080,Ul. Tska 2,788583652
709,709,Mka,Nska,2009-02-01,43080996348,Ul. Bska 67,882159872
710,710,Jka,Pska,1948-02-24,81784926272,Ul. Mska 74,888902712
711,711,Ska,Gska,1964-04-26,51737543390,Ul. Dska 20,677747672
712,712,Yek,Lski,1996-01-04,52194108585,Ul. Dska 40,430845520
713,713,Dek,Jski,1995-11-20,53849347245,Ul. Wska 4,987991989
714,714,Nek,Eski,1948-04-22,81163628936,Ul. Aska 38,278257168
715,715,Bek,Aski,1956-10-19,73648069377,Ul. Gska 60,193925353
716,716,Pek,Eski,1943-03-23,83063553960,Ul. Lska 56,249739978
717,717,Oka,Vska,1975-08-12,41410208128,Ul. Wska 95,641501332
718,718,Dka,Sska,1950-04-24,61417400482,Ul. Nska 18,228535256
719,719,Oek,Aski,2002-08-16,62539548060,Ul. Kska 50,456214656
720,720,Cka,Wska,1942-09-12,52587826680,Ul. Bska 51,643765994
721,721,Mek,Lski,2006-02-05,72957670994,Ul. Rska 27,775259061
722,722,Uka,Lska,1976-01-26,63568344160,Ul. Rska 99,177428242
723,723,Xek,Bski,2000-06-02,63302973836,Ul. Tska 67,429402736
724,724,Rka,Bska,1958-02-04,63241004808,Ul. Kska 73,468508708
725,725,Fek,Bski,2003-10-06,71041472625,Ul. Lska 94,831835488
726,726,Dek,Eski,1961-04-18,43578375452,Ul. Qska 82,882769224
727,727,Sek,Kski,1981-12-20,62988334206,Ul. Hska 23,482313336
728,728,Bka,Vska,2001-09-11,71509374601,Ul. Gska 83,844432776
729,729,Gek,Dski,1980-02-13,44069162356,Ul. Cska 17,143827034
730,730,Hek,Rski,1989-01-08,83292895496,Ul. Nska 59,774887941
731,731,Hek,Mski,1996-05-14,51031491520,Ul. Qska 45,979479729
732,732,Fka,Lska,1952-07-26,63135173784,Ul. Nska 57,614370548
